Product_ID,Category,Product_Name,Rating,Total_Ratings,Total_Reviews,Price,Discount,Product_URL
11,Laptop,"Acer Aspire 3 Intel Celeron Dual Core - (8 GB/128 GB SSD/Windows 11 Home) A311-45 Thin and Light Laptop  (11.6 inch, Steel Grey, 1.0 kg)",3.8★,6451,581,15990,51% off,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-8-gb-128-gb-ssd-windows-11-home-a311-45-thin-light-laptop/p/itmad38595c5a902?pid=COMH7NCZGGGWQC4W&lid=LSTCOMH7NCZGGGWQC4WQSQGVR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_11&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMH7NCZGGGWQC4W.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6
12,Laptop,"Samsung Galaxy Book4 Metal Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG3IN / NP750XGJ-LG3IN / NP750XGJ-LG8IN Thin and Light Laptop  (15.6 Inch, Gray, 1.55 Kg, With MS Office)",4.4★,4481,294,61990,30% off,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i7-13th-gen-1355u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg3in-np750xgj-lg3in-np750xgj-lg8in-thin-light-laptop/p/itm1df5212efb9fc?pid=COMGZUYDYPUZAAXD&lid=LSTCOMGZUYDYPUZAAXDBMAOEF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_12&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMGZUYDYPUZAAXD.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6
13,Laptop,"ASUS Expertbook P1 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) P1403CVA-S60938WS Thin and Light Laptop  (14 inch, Misty Grey, 1.4 Kg, With MS Office)",4.3★,3388,299,38990,48% off,https://www.flipkart.com/asus-expertbook-p1-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-p1403cva-s60938ws-thin-light-laptop/p/itm0af4b81838b5b?pid=COMH8Z2QAWCCUCSP&lid=LSTCOMH8Z2QAWCCUCSPPZPFKG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_13&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMH8Z2QAWCCUCSP.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6
14,Laptop,"ASUS Expertbook P1 High-performance processor Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) P1503CVA-S70611WS Thin and Light Laptop  (15.6 inch, Misty Grey, 1.65 Kg, With MS Office)",4.3★,3304,267,51990,42% off,https://www.flipkart.com/asus-expertbook-p1-high-performance-processor-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-p1503cva-s70611ws-thin-light-laptop/p/itmf788da016f665?pid=COMH8Z2QRZVVN2RZ&lid=LSTCOMH8Z2QRZVVN2RZ9WYQBV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=default_BestsellerId_6bo%2Fb5g&srno=s_1_14&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMH8Z2QRZVVN2RZ.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6
15,Laptop,"ASUS Expertbook P1 High-performance processor Intel Core i7 13th Gen 13620H - (32 GB/512 GB SSD/Windows 11 Home) P1403CVA-S60940WS Thin and Light Laptop  (14 inch, Misty Grey, 1.42 Kg, With MS Office)",4.3★,684,51,72990,43% off,https://www.flipkart.com/asus-expertbook-p1-high-performance-processor-intel-core-i7-13th-gen-13620h-32-gb-512-gb-ssd-windows-11-home-p1403cva-s60940ws-thin-light-laptop/p/itmc8b94112958cf?pid=COMH8Z2QT98FWRGH&lid=LSTCOMH8Z2QT98FWRGH3QRD3U&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_15&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMH8Z2QT98FWRGH.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6
16,Laptop,"Lenovo Chromebook MediaTek Kompanio 520 - (4 GB/128 GB EMMC Storage/Chrome OS) 14M868 Chromebook  (14 Inch, Abyss Blue, 1.3 Kg)",3.9★,3066,266,12990,54% off,https://www.flipkart.com/lenovo-chromebook-mediatek-kompanio-520-4-gb-128-gb-emmc-storage-chrome-os-14m868/p/itm4dc67999fe3de?pid=COMGSYYSHRSUEGMG&lid=LSTCOMGSYYSHRSUEGMGMC9HLZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_16&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMGSYYSHRSUEGMG.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6
17,Laptop,"Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB314-3H-C0BZ Chromebook  (15.6 inch, Silver, 1.45 Kg)",3.8★,2479,170,18990,44% off,https://www.flipkart.com/acer-chromebook-intel-celeron-dual-core-n4500-8-gb-128-gb-emmc-storage-chrome-os-cb314-3h-c5qe-cb314-3h-c0bz/p/itm04458b376eefa?pid=COMGSV3G3RYBAHX4&lid=LSTCOMGSV3G3RYBAHX4RBS9WL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_17&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMGSV3G3RYBAHX4.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6
18,Laptop,"Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) A324-51 Thin and Light Laptop  (14 Inch, Steel Gray, 1.45 Kg)",4.2★,5226,388,28990,29% off,https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-1215u-8-gb-256-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itm7dda0a4d1d62a?pid=COMHY24R4SNQWZGZ&lid=LSTCOMHY24R4SNQWZGZCPOPEW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_18&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMHY24R4SNQWZGZ.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6
19,Laptop,"Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15 - 42 Thin and Light Laptop  (15.6 Inch, Silver, 1.79 Kg)",4.1★,1443,108,40990,43% off,https://www.flipkart.com/acer-aspire-3-backlit-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-as15-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397XPF4Z3BMX&lid=LSTCOMH397XPF4Z3BMXL8O53G&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_19&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMH397XPF4Z3BMX.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6
20,Laptop,"Acer Aspire 3 Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light Laptop  (14 Inch, Steel Gray, 1.45 Kg)",4.3★,3024,228,29990,33% off,https://www.flipkart.com/acer-aspire-3-intel-core-i3-13th-gen-1305u-16-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itma6a6812aa712e?pid=COMH4B6CRXD62EPK&lid=LSTCOMH4B6CRXD62EPK3NX1OA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_20&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMH4B6CRXD62EPK.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6
21,Laptop,"Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 83ER00KSIN Thin and Light Laptop  (15.6 inch, Arctic Grey, With MS Office)",4.2★,455,26,45750,35% off,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-83er00ksin-thin-light-laptop/p/itm88613b4717866?pid=COMHCYGTDF5GYHFX&lid=LSTCOMHCYGTDF5GYHFXGCWAY7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_21&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMHCYGTDF5GYHFX.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6
22,Laptop,"Acer Nitro V AMD Ryzen 5 Hexa Core 6600H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) ANV15-41-R8G0 Gaming Laptop  (16 inch, Obsidian Black, 2.1 Kg)",4.4★,663,55,57990,46% off,https://www.flipkart.com/acer-nitro-v-amd-ryzen-5-hexa-core-6600h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-anv15-41-r8g0-gaming-laptop/p/itm33a9aedda362e?pid=COMH6C5AMHNHHRUF&lid=LSTCOMH6C5AMHNHHRUFLZBM42&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_22&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMH6C5AMHNHHRUF.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6
23,Laptop,"Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-LG9IN Thin and Light Laptop  (15.6 Inch, Gray, 1.55 Kg, With MS Office)",4.4★,8347,818,35990,37% off,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-np750xgj-lg9in-thin-light-laptop/p/itmc29d559898e6f?pid=COMH4Y6KKRC9YSWE&lid=LSTCOMH4Y6KKRC9YSWERDUMZD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_23&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMH4Y6KKRC9YSWE.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6
24,Laptop,"Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 - (8 GB/64 GB EMMC Storage/Chrome OS) 100e Chromebook Gen 4 Chromebook  (11.6 inch, Graphite Grey, 1.23 Kg)",3.9★,1623,122,12999,42% off,https://www.flipkart.com/lenovo-100e-chromebook-gen-4-mediatek-kompanio-520-8-gb-64-gb-emmc-storage-chrome-os/p/itm10f2fa5775092?pid=COMHC5G9YPVUM34V&lid=LSTCOMHC5G9YPVUM34VZ0HVSZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_24&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMHC5G9YPVUM34V.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6
25,Laptop,"ASUS Expertbook P1 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) P1403CVA-S60938WS Thin and Light Laptop  (14 inch, Misty Grey, 1.4 Kg, With MS Office)",4.3★,3388,299,38990,48% off,https://www.flipkart.com/asus-expertbook-p1-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-p1403cva-s60938ws-thin-light-laptop/p/itm0af4b81838b5b?pid=COMH8Z2QAWCCUCSP&marketplace=FLIPKART
26,Mobile,"POCO C71 (Cool Blue, 128 GB)  (6 GB RAM)",4.1★,23857,1146,6799,32% off,https://www.flipkart.com/poco-c71-cool-blue-128-gb/p/itmfb10bdbf02c6e?pid=MOBHAFVJURDB9QYR&lid=LSTMOBHAFVJURDB9QYRYNBHTJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_1&otracker=search&fm=organic&iid=b9c7b8aa-c488-4561-9ae6-cc1d7997b3c4.MOBHAFVJURDB9QYR.SEARCH&ppt=pp&ppn=pp&ssid=mikwl9mpfk0000001763205749731&qH=eb4af0bf07c16429
27,Mobile,Rastic SM Guru Music 2 Mobile Phone  (White),3.7★,0,0,900,54% off,https://www.flipkart.com/rastic-sm-guru-music-2-mobile-phone/p/itm3686cf469f3b7?pid=MOBHHJUKKBVBB8BV&lid=LSTMOBHHJUKKBVBB8BVTMSELS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&spotlightTagId=default_TrendingId_tyy%2F4io&srno=s_1_2&otracker=search&fm=organic&iid=b9c7b8aa-c488-4561-9ae6-cc1d7997b3c4.MOBHHJUKKBVBB8BV.SEARCH&ppt=sp&ppn=sp&ssid=mikwl9mpfk0000001763205749731&qH=eb4af0bf07c16429
28,Mobile,"POCO C71 (Desert Gold, 64 GB)  (4 GB RAM)",3.8★,46431,2129,6199,31% off,https://www.flipkart.com/poco-c71-desert-gold-64-gb/p/itme3dc58af6a04b?pid=MOBHAFVJZ5CHWMH8&lid=LSTMOBHAFVJZ5CHWMH8MZ5M5D&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_3&otracker=search&fm=organic&iid=b9c7b8aa-c488-4561-9ae6-cc1d7997b3c4.MOBHAFVJZ5CHWMH8.SEARCH&ppt=pp&ppn=pp&ssid=mikwl9mpfk0000001763205749731&qH=eb4af0bf07c16429
29,Mobile,"MOTOROLA Edge 60 Pro (Pantone Shadow, 256 GB)  (12 GB RAM)",4.3★,11819,999,31999,21% off,https://www.flipkart.com/motorola-edge-60-pro-pantone-shadow-256-gb/p/itme4f8c6dd0e2db?pid=MOBH9C9JBE7X4H8H&lid=LSTMOBH9C9JBE7X4H8HWHFJKC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_4&otracker=search&fm=organic&iid=b9c7b8aa-c488-4561-9ae6-cc1d7997b3c4.MOBH9C9JBE7X4H8H.SEARCH&ppt=pp&ppn=pp&ssid=mikwl9mpfk0000001763205749731&qH=eb4af0bf07c16429
30,Mobile,"REDMI Note 14 SE 5G (Crimson Art, 128 GB)  (6 GB RAM)",4.3★,14221,579,13499,32% off,https://www.flipkart.com/redmi-note-14-se-5g-crimson-art-128-gb/p/itm10fbd7f3a50f1?pid=MOBHE48SXCFFFTTT&lid=LSTMOBHE48SXCFFFTTTDUVPWS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_5&otracker=search&fm=organic&iid=b9c7b8aa-c488-4561-9ae6-cc1d7997b3c4.MOBHE48SXCFFFTTT.SEARCH&ppt=pp&ppn=pp&ssid=mikwl9mpfk0000001763205749731&qH=eb4af0bf07c16429
31,Mobile,"REDMI Note 14 SE 5G (Titan Black, 128 GB)  (6 GB RAM)",4.3★,14221,579,13499,32% off,https://www.flipkart.com/redmi-note-14-se-5g-titan-black-128-gb/p/itmbbe0bfdee707d?pid=MOBHE48SMK9RUZHQ&lid=LSTMOBHE48SMK9RUZHQEJUO1P&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_6&otracker=search&fm=organic&iid=b9c7b8aa-c488-4561-9ae6-cc1d7997b3c4.MOBHE48SMK9RUZHQ.SEARCH&ppt=pp&ppn=pp&ssid=mikwl9mpfk0000001763205749731&qH=eb4af0bf07c16429
32,Mobile,"Moto g67 power 5G (Pantone Parachute, 128 GB)  (8 GB RAM)",4.5★,92,3,15999,15% off,https://www.flipkart.com/moto-g67-power-5g-pantone-parachute-128-gb/p/itm2fcd7ff295537?pid=MOBHFSCEBA7G3HXN&lid=LSTMOBHFSCEBA7G3HXNM6IXLV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_7&otracker=search&fm=organic&iid=b9c7b8aa-c488-4561-9ae6-cc1d7997b3c4.MOBHFSCEBA7G3HXN.SEARCH&ppt=pp&ppn=pp&ssid=mikwl9mpfk0000001763205749731&qH=eb4af0bf07c16429
33,Mobile,"POCO C71 (Power Black, 128 GB)  (6 GB RAM)",4.1★,23857,1146,6799,32% off,https://www.flipkart.com/poco-c71-power-black-128-gb/p/itm8096ee52d7013?pid=MOBHAFVJJM8BWNKC&lid=LSTMOBHAFVJJM8BWNKCJY0MRA&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_8&otracker=search&fm=organic&iid=b9c7b8aa-c488-4561-9ae6-cc1d7997b3c4.MOBHAFVJJM8BWNKC.SEARCH&ppt=pp&ppn=pp&ssid=mikwl9mpfk0000001763205749731&qH=eb4af0bf07c16429
34,Mobile,"Moto g06 power (Tapestry, 64 GB)  (4 GB RAM)",4.2★,1121,92,7199,28% off,https://www.flipkart.com/moto-g06-power-tapestry-64-gb/p/itmf3d81a7e9b32d?pid=MOBHFSCEW8DQVKDZ&lid=LSTMOBHFSCEW8DQVKDZ2CWXCB&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_9&otracker=search&fm=organic&iid=b9c7b8aa-c488-4561-9ae6-cc1d7997b3c4.MOBHFSCEW8DQVKDZ.SEARCH&ppt=pp&ppn=pp&ssid=mikwl9mpfk0000001763205749731&qH=eb4af0bf07c16429
35,Mobile,"POCO M7 5G (Mint Green, 128 GB)  (8 GB RAM)",4.2★,12130,599,9999,28% off,https://www.flipkart.com/poco-m7-5g-mint-green-128-gb/p/itm5a4e9a881d94a?pid=MOBH9HFJGB3JSYEF&lid=LSTMOBH9HFJGB3JSYEF2YLMA0&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_10&otracker=search&fm=organic&iid=b9c7b8aa-c488-4561-9ae6-cc1d7997b3c4.MOBH9HFJGB3JSYEF.SEARCH&ppt=pp&ppn=pp&ssid=mikwl9mpfk0000001763205749731&qH=eb4af0bf07c16429
